job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y,id_var
blue-collar,married,basic.9y,unknown,no,no,cellular,aug,wed,nonexistent,no,44846
admin.,married,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,67275
blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,wed,nonexistent,no,37169
blue-collar,married,basic.6y,unknown,yes,yes,cellular,aug,wed,nonexistent,no,61536
admin.,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,56096
housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,nonexistent,no,59885
admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,44009
housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,nonexistent,yes,39394
technician,married,high.school,no,yes,yes,cellular,aug,wed,nonexistent,no,36373
unemployed,married,high.school,unknown,yes,no,cellular,aug,wed,nonexistent,no,50867
technician,single,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,45819
blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,nonexistent,no,61176
admin.,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,62096
technician,single,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,50980
technician,single,professional.course,no,no,no,cellular,aug,wed,nonexistent,yes,64308
admin.,married,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,59039
technician,single,high.school,no,yes,yes,cellular,aug,wed,nonexistent,no,70527
blue-collar,single,basic.9y,no,no,no,cellular,aug,wed,nonexistent,no,38314
admin.,married,high.school,no,yes,no,cellular,aug,wed,nonexistent,no,38876
admin.,single,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,57471
admin.,single,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,51922
unemployed,married,professional.course,unknown,yes,no,cellular,aug,wed,nonexistent,yes,53273
self-employed,married,basic.9y,unknown,yes,yes,cellular,aug,wed,nonexistent,no,72087
technician,married,high.school,no,yes,no,cellular,aug,wed,nonexistent,no,63601
technician,single,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,56227
admin.,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,72990
technician,single,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,63910
self-employed,married,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,49961
technician,married,professional.course,unknown,no,no,cellular,aug,wed,nonexistent,no,71034
technician,married,professional.course,unknown,no,no,cellular,aug,wed,nonexistent,no,58194
technician,married,professional.course,unknown,no,no,cellular,aug,wed,nonexistent,no,46844
admin.,divorced,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,52683
admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,nonexistent,no,59687
admin.,married,university.degree,unknown,no,no,cellular,aug,wed,nonexistent,no,48596
technician,divorced,professional.course,no,yes,yes,cellular,aug,wed,nonexistent,no,71310
admin.,divorced,high.school,unknown,no,no,cellular,aug,wed,nonexistent,no,61587
admin.,divorced,high.school,unknown,no,yes,cellular,aug,wed,nonexistent,no,57908
technician,married,high.school,unknown,no,no,cellular,aug,wed,nonexistent,no,62419
blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,nonexistent,no,45515
technician,married,professional.course,no,no,no,cellular,aug,wed,nonexistent,no,61820
technician,married,high.school,no,no,no,cellular,aug,wed,nonexistent,no,60196
technician,single,high.school,no,yes,yes,cellular,aug,wed,nonexistent,yes,50553
technician,married,professional.course,no,yes,yes,cellular,aug,wed,nonexistent,no,43201
technician,married,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,51124
admin.,married,high.school,no,yes,no,cellular,aug,wed,nonexistent,no,58332
management,married,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,yes,72503
admin.,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,45154
blue-collar,married,basic.6y,unknown,no,no,cellular,aug,wed,nonexistent,no,34679
technician,married,professional.course,no,no,no,cellular,aug,wed,nonexistent,no,57076
admin.,single,university.degree,no,no,yes,cellular,aug,wed,nonexistent,no,66359
admin.,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,58808
technician,single,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,38426
admin.,married,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,63401
admin.,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,46067
technician,married,high.school,no,yes,no,cellular,aug,wed,nonexistent,no,60856
technician,married,high.school,no,yes,no,cellular,aug,wed,nonexistent,no,57371
admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,72278
unemployed,married,high.school,unknown,yes,yes,cellular,aug,wed,nonexistent,no,71410
admin.,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,43811
technician,married,high.school,no,yes,no,cellular,aug,wed,nonexistent,no,66095
blue-collar,married,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,71461
technician,single,professional.course,no,no,no,cellular,aug,wed,nonexistent,no,60828
admin.,single,high.school,no,yes,no,cellular,aug,wed,nonexistent,no,54280
admin.,single,high.school,no,no,no,cellular,aug,wed,nonexistent,no,45837
technician,married,high.school,unknown,no,yes,cellular,aug,wed,nonexistent,no,75714
admin.,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,yes,74763
blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,nonexistent,no,62267
unknown,married,unknown,no,yes,no,cellular,aug,wed,nonexistent,no,72759
technician,single,high.school,no,yes,no,cellular,aug,wed,nonexistent,no,58647
technician,single,high.school,no,no,no,cellular,aug,wed,nonexistent,no,72173
blue-collar,married,unknown,unknown,yes,no,cellular,aug,wed,nonexistent,no,68497
admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,58997
admin.,married,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,45351
admin.,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,43473
technician,married,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,51314
technician,married,professional.course,unknown,unknown,unknown,cellular,aug,wed,nonexistent,no,60780
admin.,married,university.degree,unknown,no,no,cellular,aug,wed,nonexistent,no,69946
blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,nonexistent,no,48287
retired,married,basic.4y,unknown,yes,yes,cellular,aug,wed,nonexistent,no,43073
housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,nonexistent,no,60950
blue-collar,divorced,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,55652
unemployed,married,high.school,unknown,yes,no,cellular,aug,wed,nonexistent,no,53965
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,nonexistent,yes,43751
technician,single,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,60039
technician,single,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,51419
technician,single,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,48511
technician,single,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,63107
technician,single,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,45092
technician,married,professional.course,unknown,yes,no,cellular,aug,wed,nonexistent,no,50444
blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,nonexistent,no,56536
technician,single,professional.course,no,no,no,cellular,aug,wed,nonexistent,no,74071
admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,nonexistent,no,48034
technician,divorced,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,64850
admin.,married,high.school,unknown,yes,no,cellular,aug,wed,nonexistent,no,49559
admin.,married,high.school,no,no,no,cellular,aug,wed,nonexistent,no,60207
technician,single,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,66015
technician,single,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,46972
retired,married,basic.9y,no,yes,no,cellular,aug,wed,nonexistent,no,63036
admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,nonexistent,no,60479
blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,nonexistent,no,55304
technician,single,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,35036
admin.,divorced,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,40415
entrepreneur,married,basic.9y,no,no,no,cellular,aug,wed,nonexistent,no,57242
retired,married,basic.4y,unknown,yes,no,cellular,aug,wed,nonexistent,no,41649
admin.,married,professional.course,no,no,no,cellular,aug,wed,nonexistent,no,68223
retired,married,basic.4y,unknown,yes,no,cellular,aug,wed,nonexistent,no,63855
admin.,divorced,high.school,no,no,no,cellular,aug,wed,nonexistent,no,47811
technician,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,37404
blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,nonexistent,no,67967
retired,married,basic.9y,no,yes,no,cellular,aug,wed,nonexistent,no,44587
blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,nonexistent,no,55580
admin.,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,38014
blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,nonexistent,no,73823
blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,nonexistent,no,66456
blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,nonexistent,no,47821
management,married,university.degree,unknown,no,no,cellular,aug,wed,nonexistent,no,74659
blue-collar,married,high.school,no,no,no,cellular,aug,wed,nonexistent,no,49918
technician,married,professional.course,no,no,no,cellular,aug,wed,nonexistent,no,72090
admin.,married,university.degree,unknown,no,yes,cellular,aug,wed,nonexistent,no,61907
admin.,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,66894
retired,married,basic.4y,no,yes,no,cellular,aug,wed,nonexistent,no,74012
technician,single,professional.course,no,yes,no,telephone,aug,wed,nonexistent,no,60452
technician,married,professional.course,no,no,no,cellular,aug,wed,nonexistent,no,36672
housemaid,married,basic.4y,unknown,no,no,cellular,aug,wed,nonexistent,no,68684
technician,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,51616
blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,nonexistent,no,65846
blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,nonexistent,no,54898
admin.,married,university.degree,no,no,no,cellular,aug,wed,nonexistent,yes,47352
technician,married,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,60741
technician,married,high.school,unknown,no,no,cellular,aug,wed,nonexistent,no,66410
admin.,married,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,34968
technician,divorced,professional.course,no,yes,no,cellular,aug,wed,nonexistent,yes,58201
blue-collar,married,unknown,no,yes,yes,cellular,aug,wed,nonexistent,yes,63864
technician,married,professional.course,no,no,no,cellular,aug,wed,nonexistent,no,36283
admin.,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,72397
admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,nonexistent,no,41319
management,married,high.school,no,no,no,cellular,aug,wed,nonexistent,no,62283
unknown,married,unknown,unknown,no,no,cellular,aug,wed,nonexistent,no,75035
admin.,single,university.degree,no,unknown,unknown,cellular,aug,wed,nonexistent,no,74431
technician,single,professional.course,no,no,yes,cellular,aug,wed,nonexistent,no,66392
admin.,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,68649
management,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,61919
admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,nonexistent,no,56822
admin.,single,university.degree,unknown,no,no,cellular,aug,wed,nonexistent,no,56655
admin.,divorced,high.school,no,yes,yes,cellular,aug,wed,nonexistent,no,69275
technician,single,professional.course,no,no,no,cellular,aug,wed,nonexistent,no,75237
blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,nonexistent,no,39222
technician,married,high.school,no,no,no,cellular,aug,wed,nonexistent,no,70219
admin.,single,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,60584
admin.,married,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,72526
management,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,62749
entrepreneur,married,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,42170
management,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,64124
admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,nonexistent,no,57372
admin.,married,university.degree,unknown,no,no,cellular,aug,wed,nonexistent,yes,38878
admin.,married,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,48402
admin.,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,75069
management,married,high.school,no,no,no,cellular,aug,wed,nonexistent,no,53293
technician,married,professional.course,unknown,no,no,cellular,aug,wed,nonexistent,no,56766
technician,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,40455
admin.,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,54404
admin.,single,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,60871
admin.,single,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,65137
retired,married,high.school,no,no,no,cellular,aug,wed,nonexistent,no,67952
admin.,married,high.school,unknown,no,no,cellular,aug,wed,nonexistent,no,48501
admin.,divorced,high.school,no,no,no,cellular,aug,wed,nonexistent,no,54207
technician,single,professional.course,no,no,no,cellular,aug,wed,nonexistent,no,46240
retired,married,high.school,no,no,no,cellular,aug,wed,nonexistent,no,40152
technician,married,professional.course,no,yes,no,cellular,aug,wed,nonexistent,no,53365
technician,married,high.school,no,yes,yes,cellular,aug,wed,nonexistent,no,47319
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,nonexistent,no,60019
self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,wed,nonexistent,no,40832
admin.,single,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,67331
admin.,married,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,68238
services,married,professional.course,unknown,no,yes,cellular,aug,wed,nonexistent,no,37219
admin.,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,58381
technician,single,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,71526
technician,married,high.school,no,yes,yes,cellular,aug,wed,nonexistent,no,49004
admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,nonexistent,no,59597
management,married,university.degree,no,unknown,unknown,cellular,aug,wed,nonexistent,no,57451
admin.,married,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,55656
admin.,single,university.degree,no,no,no,cellular,aug,wed,nonexistent,no,69730
management,married,university.degree,no,no,yes,cellular,aug,wed,nonexistent,no,51499
entrepreneur,married,basic.6y,unknown,no,no,telephone,aug,wed,nonexistent,no,72577
self-employed,single,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,42338
technician,married,high.school,no,yes,yes,cellular,aug,wed,nonexistent,no,71833
management,married,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,67377
housemaid,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no,45347
technician,single,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no,65814
blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,wed,nonexistent,yes,56091
technician,married,professional.course,no,yes,yes,cellular,aug,wed,nonexistent,no,69467
admin.,single,university.degree,no,no,yes,cellular,aug,wed,nonexistent,yes,64030
management,married,high.school,no,yes,yes,cellular,aug,wed,nonexistent,yes,45004
technician,married,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,47945
technician,divorced,professional.course,no,no,no,cellular,aug,thu,nonexistent,no,72504
unemployed,married,high.school,no,no,no,cellular,aug,thu,nonexistent,no,53878
admin.,married,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,no,49985
technician,married,high.school,unknown,no,no,cellular,aug,thu,nonexistent,no,69817
technician,single,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,yes,37774
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,35241
admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,59344
technician,married,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,57545
blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,nonexistent,no,59481
technician,single,professional.course,no,no,no,cellular,aug,thu,nonexistent,no,47896
technician,single,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,40532
technician,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,50319
technician,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,41714
blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,nonexistent,no,51504
technician,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,55431
technician,married,university.degree,no,no,yes,cellular,aug,thu,nonexistent,no,62928
technician,single,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,63492
technician,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,65289
technician,single,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,44237
admin.,single,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,no,47406
technician,married,high.school,no,no,no,cellular,aug,thu,nonexistent,no,65620
technician,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,65398
technician,single,university.degree,unknown,no,no,cellular,aug,thu,nonexistent,no,64334
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,yes,60659
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,68750
technician,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,48733
admin.,married,high.school,no,no,no,cellular,aug,thu,nonexistent,yes,51446
student,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,44378
blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,nonexistent,no,55957
technician,single,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,39174
blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,nonexistent,yes,43176
blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,nonexistent,no,36811
technician,married,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,43293
services,single,high.school,no,yes,no,cellular,aug,thu,nonexistent,no,44637
blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,nonexistent,no,41911
student,single,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,no,56664
self-employed,married,basic.4y,no,no,yes,cellular,aug,thu,nonexistent,no,50605
admin.,married,unknown,no,no,no,cellular,aug,thu,nonexistent,no,48382
blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,nonexistent,no,42825
technician,married,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,no,40259
blue-collar,married,basic.4y,unknown,yes,no,telephone,aug,thu,nonexistent,no,35855
technician,single,professional.course,no,no,no,cellular,aug,thu,nonexistent,no,44848
technician,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,62915
technician,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,74091
technician,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,60688
self-employed,married,basic.4y,unknown,yes,no,cellular,aug,thu,nonexistent,no,51556
technician,single,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,no,60216
admin.,single,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,no,70304
technician,single,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,no,35227
technician,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,53597
blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,nonexistent,no,55311
technician,single,high.school,no,no,no,cellular,aug,thu,nonexistent,no,51254
technician,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,57509
technician,single,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,44635
technician,married,professional.course,no,no,no,cellular,aug,thu,nonexistent,no,52726
admin.,married,university.degree,unknown,yes,yes,cellular,aug,thu,nonexistent,no,40245
admin.,single,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,yes,71193
blue-collar,married,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,37377
admin.,married,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,no,52096
blue-collar,married,professional.course,no,no,no,cellular,aug,thu,nonexistent,no,68598
housemaid,married,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,no,69976
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,52589
retired,married,high.school,unknown,yes,no,cellular,aug,thu,nonexistent,yes,75247
admin.,single,university.degree,no,no,yes,cellular,aug,thu,nonexistent,no,52864
admin.,married,university.degree,no,no,yes,cellular,aug,thu,nonexistent,no,45504
admin.,single,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,yes,46823
admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,53923
services,single,high.school,no,yes,no,cellular,aug,thu,nonexistent,no,49832
admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,44348
admin.,divorced,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,73561
retired,married,professional.course,no,no,no,cellular,aug,thu,nonexistent,no,42735
retired,married,professional.course,no,yes,yes,cellular,aug,thu,nonexistent,no,64776
technician,divorced,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,yes,48753
technician,married,high.school,no,no,yes,cellular,aug,thu,nonexistent,yes,73507
technician,divorced,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,71948
technician,divorced,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,63953
technician,divorced,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,49683
housemaid,divorced,basic.9y,no,yes,no,cellular,aug,thu,nonexistent,no,56176
admin.,single,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,63322
technician,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,50445
management,married,university.degree,unknown,yes,yes,cellular,aug,thu,nonexistent,no,69617
technician,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,57723
admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,64415
technician,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,43789
services,married,basic.4y,unknown,no,no,cellular,aug,thu,nonexistent,no,68578
services,married,basic.4y,unknown,yes,no,cellular,aug,thu,nonexistent,no,43698
admin.,single,high.school,no,yes,no,cellular,aug,thu,nonexistent,no,52307
admin.,single,high.school,no,no,yes,cellular,aug,thu,nonexistent,no,68412
admin.,single,high.school,no,unknown,unknown,cellular,aug,thu,nonexistent,no,74150
admin.,single,high.school,no,no,no,cellular,aug,thu,nonexistent,no,36916
blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,nonexistent,no,74036
admin.,married,basic.9y,unknown,no,yes,cellular,aug,thu,nonexistent,no,46159
management,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,64784
technician,single,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,45977
admin.,married,basic.6y,unknown,no,no,cellular,aug,thu,nonexistent,no,52080
admin.,married,high.school,unknown,yes,no,cellular,aug,thu,nonexistent,no,47571
admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,52037
services,married,basic.6y,no,yes,no,cellular,aug,thu,nonexistent,no,62641
blue-collar,married,basic.9y,unknown,yes,yes,cellular,aug,thu,nonexistent,no,74683
admin.,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,62183
blue-collar,single,high.school,no,yes,no,cellular,aug,thu,nonexistent,no,68416
admin.,married,high.school,no,no,no,cellular,aug,thu,nonexistent,no,54989
technician,single,professional.course,no,no,no,cellular,aug,thu,nonexistent,no,46346
technician,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,67147
technician,married,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,63775
admin.,single,high.school,no,yes,no,cellular,aug,thu,nonexistent,no,48186
unemployed,divorced,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,53336
unemployed,divorced,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,58867
technician,single,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,56335
admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,61596
blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,nonexistent,no,51097
admin.,married,university.degree,unknown,no,no,cellular,aug,thu,nonexistent,no,58256
admin.,married,university.degree,unknown,no,no,cellular,aug,thu,nonexistent,no,46020
blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,nonexistent,no,70971
admin.,married,university.degree,unknown,no,no,cellular,aug,thu,nonexistent,no,37346
admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,58958
technician,divorced,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,46633
technician,single,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,49628
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,43840
housemaid,married,basic.4y,no,no,no,cellular,aug,thu,nonexistent,no,56903
admin.,single,high.school,no,no,yes,cellular,aug,thu,nonexistent,no,66215
retired,married,high.school,unknown,yes,no,cellular,aug,thu,nonexistent,no,53558
services,married,professional.course,unknown,yes,no,cellular,aug,thu,nonexistent,no,40741
blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,nonexistent,no,74792
blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,nonexistent,no,38156
blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,nonexistent,no,66146
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,66940
services,married,basic.4y,unknown,no,yes,cellular,aug,thu,nonexistent,no,49121
self-employed,married,basic.4y,no,yes,yes,cellular,aug,thu,nonexistent,no,36599
admin.,married,high.school,no,no,no,cellular,aug,thu,nonexistent,no,39904
services,single,professional.course,no,yes,yes,cellular,aug,thu,nonexistent,no,53128
technician,married,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,54305
admin.,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,49742
technician,married,professional.course,no,yes,no,cellular,aug,thu,nonexistent,no,37411
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,41774
management,married,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no,56728
admin.,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,60129
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,68371
management,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,65673
management,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,yes,67604
self-employed,married,basic.4y,no,yes,yes,cellular,aug,thu,nonexistent,yes,40061
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,51401
management,married,high.school,no,no,no,cellular,aug,thu,nonexistent,no,49844
admin.,married,university.degree,no,yes,no,cellular,aug,thu,nonexistent,no,69379
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,74413
services,married,unknown,no,yes,no,cellular,aug,thu,nonexistent,no,68535
admin.,divorced,university.degree,no,no,yes,cellular,aug,thu,nonexistent,no,55163
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,63991
technician,married,professional.course,unknown,no,yes,cellular,aug,thu,nonexistent,no,46909
blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,nonexistent,no,40660
admin.,single,university.degree,unknown,no,no,cellular,aug,thu,nonexistent,no,70065
entrepreneur,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,74657
admin.,married,basic.9y,no,no,no,cellular,aug,thu,nonexistent,no,51081
admin.,married,high.school,no,no,no,cellular,aug,thu,nonexistent,no,37653
management,married,university.degree,no,no,yes,cellular,aug,thu,nonexistent,no,55530
self-employed,married,basic.4y,no,no,no,cellular,aug,thu,nonexistent,no,40529
admin.,married,university.degree,no,no,no,cellular,aug,thu,nonexistent,no,36444
services,married,basic.4y,unknown,no,no,cellular,aug,thu,nonexistent,no,66556
unemployed,married,professional.course,unknown,no,no,cellular,aug,thu,nonexistent,no,47711
technician,married,professional.course,no,no,no,cellular,aug,thu,nonexistent,no,54642
